,Experiment,Model,Sample Size,SHAP Match %,Top Features
1228,Auto Premium,Random Forest,100,80.0,"Annual kilometers: 113.7801, Age: 100.9396, Business Use: 37.8808, State: 23.5545, Year: 21.5060"
1229,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 199.0381, Age: 139.3282, Business Use: 75.3882, State: 23.8084, Sum Insured Amount: 7.0561"
1230,Auto Premium,Gradient Boosting,2000,100.0,"Annual kilometers: 185.4832, Age: 165.4824, Business Use: 102.6150, State: 84.9639, Gender: 15.7212"
1231,Auto Premium,ExtraTrees,100,60.0,"Annual kilometers: 196.2816, Age: 133.8828, Business Use: 40.8621, Hire Car: 19.4358, Sum Insured Value Type: 11.6636"
1232,Auto Premium,Gradient Boosting,2000,100.0,"Annual kilometers: 190.3725, Age: 172.0745, Business Use: 99.5419, State: 74.9366, Gender: 15.2101"
1233,Auto Premium,CatBoost,500,100.0,"Annual kilometers: 171.7885, Age: 142.3597, Business Use: 90.7533, State: 72.9963, Gender: 14.1881"
1234,Auto Premium,HistGradientBoosting,100,80.0,"Annual kilometers: 214.7954, Age: 162.1588, Business Use: 98.2731, State: 65.5979, Year: 29.2942"
1235,Auto Premium,Gradient Boosting,100,80.0,"Age: 178.4857, Annual kilometers: 139.9318, Business Use: 86.9281, State: 58.0976, Sum Insured Amount: 23.6759"
1236,Auto Premium,XGBoost,2000,100.0,"Annual kilometers: 199.2783, Age: 167.8876, Business Use: 110.3410, State: 80.0816, Gender: 17.0724"
1237,Auto Premium,Gradient Boosting,1000,100.0,"Annual kilometers: 201.3027, Age: 161.0938, Business Use: 102.6539, State: 75.3675, Gender: 14.3769"
1238,Auto Premium,ElasticNet,500,80.0,"Age: 152.8520, Annual kilometers: 125.5703, Business Use: 33.0457, State: 25.4620, Number of Claims: 18.5389"
1239,Auto Premium,ElasticNet,2000,80.0,"Age: 170.7253, Annual kilometers: 104.6160, State: 66.4918, Business Use: 33.8091, Make Model: 10.3568"
1240,Auto Premium,Ridge,2000,80.0,"Age: 165.2983, State: 88.5963, Business Use: 64.4406, Annual kilometers: 27.8277, Make Model: 7.9516"
1241,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 230.8840, Age: 191.6832, Business Use: 87.8242, State: 15.7113, Year: 8.6630"
1242,Auto Premium,ElasticNet,500,100.0,"Age: 156.9795, Annual kilometers: 139.4740, Business Use: 73.4717, State: 61.7030, Gender: 6.8137"
1243,Auto Premium,Gradient Boosting,500,100.0,"Annual kilometers: 176.6862, Age: 158.3592, Business Use: 98.9120, State: 72.8816, Gender: 10.4483"
1244,Auto Premium,Random Forest,100,80.0,"Annual kilometers: 177.2749, Age: 129.1925, Business Use: 68.1729, State: 25.8577, Year: 12.9166"
1245,Auto Premium,ElasticNet,2000,80.0,"Age: 170.1539, Business Use: 34.8495, State: 13.9424, Annual kilometers: 13.3471, Year: 10.6387"
1246,Auto Premium,CatBoost,1000,100.0,"Annual kilometers: 218.1717, Age: 155.6986, Business Use: 113.5316, State: 80.0846, Gender: 12.1268"
1247,Auto Premium,Gradient Boosting,2000,100.0,"Annual kilometers: 197.2980, Age: 156.6800, Business Use: 108.5505, State: 75.6633, Gender: 15.8718"
1248,Auto Premium,CatBoost,1000,100.0,"Annual kilometers: 188.6544, Age: 145.9899, Business Use: 119.1144, State: 82.1629, Gender: 12.9195"
1249,Auto Premium,Ridge,500,60.0,"Age: 185.7636, Annual kilometers: 133.3115, Business Use: 130.0462, Sum Insured Value Type: 32.2881, Parking Location: 29.8976"
1250,Auto Premium,MLPRegressor,2000,60.0,"Sum Insured Amount: 47.3593, Age: 16.8408, Year: 3.6284, Annual kilometers: 1.6505, State: 1.1949"
1251,Auto Premium,ElasticNet,100,40.0,"Age: 111.6682, State: 49.0533, Sum Insured Amount: 36.1394, Parking Location: 24.5280, Year: 24.1709"
1252,Auto Premium,CatBoost,500,100.0,"Annual kilometers: 174.7054, Age: 150.6888, Business Use: 106.7291, State: 64.8285, Gender: 7.3025"
1253,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 196.9723, Age: 172.1847, Business Use: 109.0071, State: 83.0151, Gender: 4.1895"
1254,Auto Premium,Gradient Boosting,500,100.0,"Annual kilometers: 185.4320, Age: 151.6218, Business Use: 107.1402, State: 80.4303, Gender: 10.4424"
1255,Auto Premium,ExtraTrees,100,100.0,"Age: 152.4965, Annual kilometers: 131.3255, Business Use: 114.1411, State: 22.7470, Gender: 22.1990"
1256,Auto Premium,Gradient Boosting,2000,100.0,"Annual kilometers: 206.9330, Age: 164.6001, Business Use: 110.2327, State: 80.1385, Gender: 14.4692"
1257,Auto Premium,MLPRegressor,100,40.0,"Sum Insured Amount: 47.6954, Age: 42.5533, Number of Claims: 4.2918, State: 4.0177, Year: 3.2642"
1258,Auto Premium,Ridge,2000,80.0,"Age: 166.3618, Business Use: 50.9603, Annual kilometers: 45.3568, Gender: 18.9928, Payment Frequency: 13.4195"
1259,Auto Premium,Ridge,100,80.0,"Age: 148.1754, Annual kilometers: 81.4296, State: 44.0298, Business Use: 41.3420, Financing: 29.5440"
1260,Auto Premium,Random Forest,1000,80.0,"Annual kilometers: 216.0780, Age: 168.5574, Business Use: 90.7156, State: 38.9118, Sum Insured Amount: 4.9529"
1261,Auto Premium,Random Forest,100,80.0,"Annual kilometers: 203.0603, Age: 108.7744, Business Use: 53.9445, State: 31.4436, Number of Claims: 16.1955"
1262,Auto Premium,Ridge,2000,100.0,"Age: 163.5107, Annual kilometers: 133.7886, State: 76.2654, Business Use: 55.7403, Gender: 18.1831"
1263,Auto Premium,ExtraTrees,100,100.0,"Age: 149.3591, Business Use: 117.1413, State: 64.9297, Annual kilometers: 35.9093, Gender: 29.0609"
1264,Auto Premium,ElasticNet,1000,80.0,"Age: 170.1241, Annual kilometers: 123.8988, State: 55.4063, Business Use: 34.5834, Make Model: 12.0683"
1265,Auto Premium,ExtraTrees,500,100.0,"Annual kilometers: 169.6296, Age: 148.3638, Business Use: 92.6873, State: 17.8878, Gender: 16.9047"
1266,Auto Premium,ExtraTrees,100,80.0,"Annual kilometers: 189.9667, Business Use: 102.3705, Age: 81.4475, Payment Frequency: 18.9351, State: 16.8288"
1267,Auto Premium,Ridge,500,60.0,"Age: 142.8423, State: 65.3191, Business Use: 32.0509, Sum Insured Amount: 29.8034, Financing: 29.2745"
1268,Auto Premium,Random Forest,1000,100.0,"Annual kilometers: 210.1091, Age: 162.8107, Business Use: 115.1585, State: 37.8792, Gender: 4.5109"
1269,Auto Premium,Random Forest,1000,100.0,"Age: 191.0899, Annual kilometers: 164.9803, Business Use: 99.5472, State: 51.2994, Gender: 4.2937"
1270,Auto Premium,Random Forest,1000,80.0,"Annual kilometers: 193.8309, Age: 164.4466, Business Use: 99.5550, State: 20.0927, Year: 7.5167"
1271,Auto Premium,CatBoost,100,80.0,"Annual kilometers: 116.0125, Age: 102.0549, Business Use: 84.3542, State: 42.5550, Number of Claims: 12.2127"
1272,Auto Premium,MLPRegressor,2000,60.0,"Age: 9.8508, Sum Insured Amount: 6.8370, Year: 3.4410, State: 1.0457, Annual kilometers: 1.0364"
1273,Auto Premium,CatBoost,1000,100.0,"Annual kilometers: 193.2806, Age: 168.7299, Business Use: 111.0558, State: 82.1411, Gender: 11.9716"
1274,Auto Premium,XGBoost,500,100.0,"Annual kilometers: 186.3454, Age: 162.1750, Business Use: 99.9918, State: 78.5230, Gender: 10.5388"
1275,Auto Premium,ExtraTrees,1000,100.0,"Annual kilometers: 208.0142, Age: 154.0074, Business Use: 114.2762, State: 48.3736, Gender: 15.1126"
1276,Auto Premium,Gradient Boosting,2000,100.0,"Annual kilometers: 192.1286, Age: 180.0696, Business Use: 105.8562, State: 80.7081, Gender: 14.6462"
1277,Auto Premium,Random Forest,100,80.0,"Annual kilometers: 153.5267, Age: 114.5370, Business Use: 40.4052, Sum Insured Amount: 19.4874, State: 13.4354"
1278,Auto Premium,ElasticNet,500,80.0,"Age: 162.8733, Annual kilometers: 73.9970, Business Use: 55.5746, State: 40.8088, Year: 9.8679"
1279,Auto Premium,HistGradientBoosting,500,100.0,"Age: 197.6913, Annual kilometers: 186.7477, Business Use: 112.7057, State: 65.0462, Gender: 15.1758"
1280,Auto Premium,HistGradientBoosting,1000,100.0,"Annual kilometers: 194.7648, Age: 159.5449, Business Use: 102.1642, State: 88.6258, Gender: 12.4167"
1281,Auto Premium,MLPRegressor,500,40.0,"Sum Insured Amount: 19.4568, Age: 6.1247, Year: 3.4936, State: 0.6206, Number of Claims: 0.5314"
1282,Auto Premium,Ridge,1000,80.0,"Age: 172.0080, Annual kilometers: 106.4066, Business Use: 56.4131, Hire Car: 24.8542, Gender: 17.7021"
1283,Auto Premium,HistGradientBoosting,2000,100.0,"Annual kilometers: 196.9137, Age: 163.7294, Business Use: 114.4574, State: 92.2054, Gender: 16.2093"
1284,Auto Premium,CatBoost,2000,100.0,"Annual kilometers: 186.8331, Age: 159.0194, Business Use: 111.5476, State: 91.1740, Gender: 14.6609"
1285,Auto Premium,ElasticNet,100,60.0,"Age: 210.3497, Annual kilometers: 88.4323, Business Use: 63.4930, Make Model: 44.3674, Sum Insured Amount: 25.2593"
1286,Auto Premium,HistGradientBoosting,100,80.0,"Annual kilometers: 200.1827, Age: 135.8544, Business Use: 65.4176, State: 31.1391, Year: 28.7827"
1287,Auto Premium,ElasticNet,2000,100.0,"Age: 157.4868, State: 45.6508, Business Use: 32.1610, Annual kilometers: 13.4532, Gender: 8.6161"
1288,Auto Premium,MLPRegressor,500,40.0,"Sum Insured Amount: 10.2658, Age: 6.2374, Year: 3.5687, Number of Claims: 0.4898, State: 0.4806"
1289,Auto Premium,ExtraTrees,1000,100.0,"Annual kilometers: 202.9156, Age: 174.7080, Business Use: 121.3127, State: 68.5921, Gender: 7.7732"
1290,Auto Premium,HistGradientBoosting,500,100.0,"Annual kilometers: 185.8328, Age: 171.1710, Business Use: 101.6471, State: 65.3589, Gender: 13.8697"
1291,Auto Premium,XGBoost,500,100.0,"Annual kilometers: 201.8869, Age: 178.0783, Business Use: 104.4434, State: 86.0946, Gender: 12.6128"
1292,Auto Premium,XGBoost,100,80.0,"Annual kilometers: 190.7766, Age: 128.2931, Business Use: 81.5343, State: 34.5674, Sum Insured Amount: 15.7465"
1293,Auto Premium,MLPRegressor,1000,40.0,"Sum Insured Amount: 41.2133, Age: 6.2945, Year: 3.7803, Number of Claims: 0.7871, Annual kilometers: 0.7382"
1294,Auto Premium,ElasticNet,2000,80.0,"Age: 156.9749, Business Use: 66.1659, Annual kilometers: 43.0798, State: 23.4648, Sum Insured Amount: 13.4717"
1295,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 204.4944, Age: 165.2286, Business Use: 109.2815, State: 65.5785, Gender: 4.2159"
1296,Auto Premium,XGBoost,500,100.0,"Annual kilometers: 198.1140, Age: 177.4159, Business Use: 103.4924, State: 80.1553, Gender: 15.7813"
1297,Auto Premium,HistGradientBoosting,1000,100.0,"Annual kilometers: 187.2023, Age: 179.0252, Business Use: 122.3838, State: 82.6953, Gender: 17.7771"
1298,Auto Premium,XGBoost,100,80.0,"Annual kilometers: 162.0871, Age: 147.8274, Business Use: 81.9636, State: 62.8404, Number of Claims: 15.1568"
1299,Auto Premium,ElasticNet,1000,60.0,"Age: 149.2055, Annual kilometers: 73.0524, Business Use: 30.5781, Sum Insured Amount: 9.0039, Number of Claims: 8.1872"
1300,Auto Premium,Ridge,100,80.0,"Age: 178.0233, Annual kilometers: 154.0857, Business Use: 84.2529, State: 51.0553, Sum Insured Amount: 38.5473"
1301,Auto Premium,MLPRegressor,100,60.0,"Age: 50.2465, Sum Insured Amount: 23.7497, Annual kilometers: 5.0891, Year: 3.2428, State: 2.2023"
1302,Auto Premium,Gradient Boosting,2000,100.0,"Annual kilometers: 186.2268, Age: 165.8724, Business Use: 113.6207, State: 81.3241, Gender: 16.2235"
1303,Auto Premium,Ridge,100,80.0,"Age: 215.8083, State: 71.7203, Business Use: 67.0376, Annual kilometers: 64.3973, Financing: 62.5866"
1304,Auto Premium,CatBoost,1000,100.0,"Annual kilometers: 192.3925, Age: 172.1061, Business Use: 107.5605, State: 86.5659, Gender: 15.2502"
1305,Auto Premium,Gradient Boosting,500,100.0,"Annual kilometers: 184.9579, Age: 143.7333, Business Use: 102.2560, State: 67.9905, Gender: 14.4968"
1306,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 208.8466, Age: 169.2154, Business Use: 114.9516, State: 24.5899, Gender: 10.8232"
1307,Auto Premium,Gradient Boosting,2000,100.0,"Annual kilometers: 197.7481, Age: 173.4865, Business Use: 102.2801, State: 82.6337, Gender: 16.4437"
1308,Auto Premium,CatBoost,100,100.0,"Business Use: 133.7388, Age: 110.4919, Annual kilometers: 87.3574, State: 77.4297, Gender: 13.2106"
1309,Auto Premium,Ridge,1000,60.0,"Age: 178.0227, Business Use: 125.8112, Annual kilometers: 26.3519, Make Model: 21.5390, Sum Insured Amount: 18.1873"
1310,Auto Premium,CatBoost,500,100.0,"Annual kilometers: 181.1338, Age: 158.3177, Business Use: 113.3877, State: 93.3566, Gender: 6.4430"
1311,Auto Premium,MLPRegressor,100,40.0,"Sum Insured Amount: 61.5250, Age: 39.4746, Number of Claims: 3.4814, Year: 3.1675, Business Use: 1.7073"
1312,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 208.5662, Age: 171.0602, Business Use: 108.6964, State: 35.8657, Gender: 7.6757"
1313,Auto Premium,Random Forest,500,80.0,"Age: 173.3580, Annual kilometers: 132.5948, Business Use: 130.3650, State: 64.1228, Sum Insured Amount: 7.4912"
1314,Auto Premium,HistGradientBoosting,100,80.0,"Age: 143.7628, Annual kilometers: 143.4931, Business Use: 87.9543, State: 79.0263, Sum Insured Value Type: 30.5951"
1315,Auto Premium,HistGradientBoosting,1000,100.0,"Annual kilometers: 195.6418, Age: 184.2166, Business Use: 99.7605, State: 86.4743, Gender: 15.1454"
1316,Auto Premium,CatBoost,100,80.0,"Annual kilometers: 166.1410, Age: 108.0573, State: 61.5199, Business Use: 55.2531, Make Model: 13.8078"
1317,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 193.7332, Age: 150.7196, Business Use: 85.5921, State: 77.1672, Sum Insured Amount: 4.4965"
1318,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 186.8826, Age: 177.2134, Business Use: 94.2527, State: 33.0248, Sum Insured Amount: 7.8733"
1319,Auto Premium,MLPRegressor,2000,60.0,"Sum Insured Amount: 76.2005, Age: 11.8147, Year: 3.5044, Annual kilometers: 2.0594, State: 1.1681"
1320,Auto Premium,CatBoost,100,80.0,"Annual kilometers: 138.9911, Age: 135.4323, Business Use: 95.8354, State: 20.5458, Sum Insured Amount: 9.8217"
1321,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 209.8532, Age: 170.4972, Business Use: 119.8295, State: 80.2785, Gender: 5.7203"
1322,Auto Premium,MLPRegressor,2000,40.0,"Sum Insured Amount: 17.7309, Age: 8.2321, Year: 3.5213, Annual kilometers: 0.7310, Number of Claims: 0.6578"
1323,Auto Premium,ElasticNet,1000,80.0,"Age: 164.3855, Annual kilometers: 94.5863, Business Use: 66.0668, Number of Claims: 7.9818, Gender: 7.6946"
1324,Auto Premium,Gradient Boosting,1000,100.0,"Annual kilometers: 192.5024, Age: 159.8251, Business Use: 111.6639, State: 82.0846, Gender: 14.3393"
1325,Auto Premium,Ridge,500,80.0,"Age: 161.6960, Business Use: 69.3169, Annual kilometers: 34.5527, State: 28.9674, Sum Insured Value Type: 23.1022"
1326,Auto Premium,ExtraTrees,100,100.0,"Age: 141.1282, Annual kilometers: 80.2965, Business Use: 57.2794, State: 41.6014, Gender: 23.6261"
1327,Auto Premium,ElasticNet,1000,80.0,"Age: 154.8499, Annual kilometers: 59.2135, Business Use: 34.1210, State: 26.3668, Year: 11.7582"
1328,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 202.0501, Age: 159.7013, Business Use: 111.7185, State: 30.7733, Gender: 16.1023"
1329,Auto Premium,Ridge,1000,100.0,"Age: 171.4385, Annual kilometers: 79.2830, Business Use: 50.6143, Gender: 30.2115, State: 15.5392"
1330,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 178.4005, Age: 168.5186, Business Use: 108.8691, State: 83.6890, Gender: 4.1397"
1331,Auto Premium,ElasticNet,2000,100.0,"Annual kilometers: 200.9641, Age: 174.3403, Business Use: 101.8210, State: 84.0352, Gender: 19.7273"
1332,Auto Premium,Random Forest,100,60.0,"Annual kilometers: 216.6597, Age: 115.0980, Business Use: 92.2364, Sum Insured Amount: 22.4918, Year: 11.8617"
1333,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 228.6082, Age: 162.2585, Business Use: 87.6944, State: 51.1537, Sum Insured Amount: 5.4515"
1334,Auto Premium,Gradient Boosting,2000,100.0,"Annual kilometers: 191.7062, Age: 170.1540, Business Use: 110.3523, State: 79.6834, Gender: 14.7450"
1335,Auto Premium,Ridge,2000,100.0,"Age: 162.1886, Business Use: 67.3980, Annual kilometers: 67.2461, State: 24.8073, Gender: 15.8836"
1336,Auto Premium,MLPRegressor,1000,40.0,"Age: 5.4558, Sum Insured Amount: 4.3789, Year: 3.9353, Number of Claims: 0.6445, Gender: 0.2626"
1337,Auto Premium,CatBoost,1000,100.0,"Annual kilometers: 203.3686, Age: 186.7510, Business Use: 115.2864, State: 88.5439, Gender: 14.0137"
1338,Auto Premium,Random Forest,100,80.0,"Annual kilometers: 258.9069, Age: 117.4366, Business Use: 25.8969, State: 18.9893, Make Model: 16.5079"
1339,Auto Premium,XGBoost,100,60.0,"Annual kilometers: 158.1008, Age: 150.8652, Business Use: 68.1206, Year: 38.4443, Sum Insured Amount: 26.6520"
1340,Auto Premium,MLPRegressor,100,40.0,"Sum Insured Amount: 16.6209, Age: 15.7115, Year: 3.0650, Make Model: 1.1933, Business Use: 1.0706"
1341,Auto Premium,MLPRegressor,100,60.0,"Age: 26.3848, Sum Insured Amount: 18.2993, Year: 4.2780, Annual kilometers: 3.3450, State: 2.7948"
1342,Auto Premium,CatBoost,1000,100.0,"Annual kilometers: 203.2083, Age: 161.1957, Business Use: 108.0395, State: 78.4359, Gender: 12.8065"
1343,Auto Premium,CatBoost,2000,100.0,"Annual kilometers: 195.8629, Age: 171.4383, Business Use: 116.2024, State: 85.9093, Gender: 15.7693"
1344,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 182.2755, Age: 165.3277, Business Use: 105.1273, State: 81.1134, Gender: 4.6404"
1345,Auto Premium,Gradient Boosting,2000,100.0,"Annual kilometers: 202.7505, Age: 175.0254, Business Use: 111.7077, State: 89.3488, Gender: 16.4142"
1346,Auto Premium,HistGradientBoosting,500,100.0,"Age: 184.3823, Annual kilometers: 170.3418, Business Use: 100.4474, State: 83.0607, Gender: 21.4095"
1347,Auto Premium,XGBoost,2000,100.0,"Annual kilometers: 197.1203, Age: 167.2469, Business Use: 112.0715, State: 87.7904, Gender: 18.7140"
1348,Auto Premium,HistGradientBoosting,2000,100.0,"Annual kilometers: 199.7522, Age: 168.3885, Business Use: 114.0748, State: 82.1326, Gender: 16.3489"
1349,Auto Premium,ElasticNet,2000,80.0,"Age: 164.7558, Business Use: 76.1018, Annual kilometers: 51.4087, Gender: 8.0398, Sum Insured Amount: 7.1498"
1350,Auto Premium,XGBoost,100,80.0,"Annual kilometers: 183.6273, Age: 163.3534, Business Use: 60.5444, State: 32.0237, Sum Insured Amount: 11.8786"
1351,Auto Premium,ElasticNet,2000,80.0,"Age: 154.3595, Annual kilometers: 104.5579, Business Use: 32.7651, Year: 7.7315, Gender: 6.6510"
1352,Auto Premium,ElasticNet,1000,60.0,"Age: 170.2374, Annual kilometers: 128.4133, Business Use: 37.4551, Number of Claims: 14.6547, Make Model: 9.0231"
1353,Auto Premium,MLPRegressor,1000,40.0,"Sum Insured Amount: 21.4155, Age: 6.4219, Year: 3.7283, Number of Claims: 0.7034, Annual kilometers: 0.4693"
1354,Auto Premium,CatBoost,500,100.0,"Age: 190.3963, Annual kilometers: 178.7866, Business Use: 101.2259, State: 57.8302, Gender: 14.7912"
1355,Auto Premium,HistGradientBoosting,100,80.0,"Age: 189.1942, State: 119.9908, Business Use: 88.6567, Annual kilometers: 57.2058, Parking Location: 52.3502"
1356,Auto Premium,ElasticNet,100,80.0,"Age: 171.2956, Business Use: 71.7051, State: 61.3921, Annual kilometers: 49.6617, Number of Claims: 39.9103"
1357,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 181.2719, Age: 160.9716, Business Use: 96.0001, State: 9.0082, Sum Insured Amount: 7.0274"
1358,Auto Premium,MLPRegressor,1000,20.0,"Sum Insured Amount: 13.9166, Age: 5.3395, Year: 3.5128, Number of Claims: 0.6838, Make Model: 0.3713"
1359,Auto Premium,HistGradientBoosting,2000,100.0,"Annual kilometers: 186.1352, Age: 163.5170, Business Use: 112.5184, State: 83.1047, Gender: 16.0435"
1360,Auto Premium,Gradient Boosting,100,80.0,"Age: 217.9464, Annual kilometers: 172.9846, Business Use: 103.0541, State: 36.9862, Sum Insured Amount: 24.2626"
1361,Auto Premium,CatBoost,100,80.0,"Age: 148.6280, Annual kilometers: 97.9420, Business Use: 56.9990, State: 46.6408, Make Model: 32.9511"
1362,Auto Premium,XGBoost,1000,100.0,"Age: 171.8852, Annual kilometers: 161.7403, Business Use: 107.4407, State: 83.3382, Gender: 12.3889"
1363,Auto Premium,HistGradientBoosting,100,100.0,"Age: 154.7740, Business Use: 129.4452, Annual kilometers: 114.2345, Gender: 53.2798, State: 34.9161"
