Age,Gender,Driving Experience (Years),Annual Mileage,Vehicle Type,Vehicle Age (Years),Number of Past Accidents,Location (Risk Area),Credit Score,Coverage Type,Deductible Amount,Gender Factor,Vehicle Type Factor,Coverage Type Factor,Combined Risk Factor,Expected Premium
27,Male,12,22567,Truck,2,0,Suburban,570,Premium,1000,1.5,1.3,1.3,0.8,1014.0
35,Female,26,25433,Truck,10,0,Urban,513,Premium,100,1.2,1.3,1.3,1.0,1014.0
80,Male,41,12370,Truck,13,0,Suburban,307,Standard,1000,1.5,1.3,1.1,0.8,858.0
33,Female,8,14029,Convertible,12,0,Urban,678,Premium,1000,1.2,1.4,1.3,1.0,1092.0
71,Male,36,25567,Sedan,5,0,Suburban,815,Standard,250,1.5,1.6,1.1,1.0,1320.0
69,Female,17,10025,SUV,17,1,Urban,674,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
71,Male,46,27408,Convertible,7,0,Urban,541,Basic,1000,1.5,1.4,1.0,1.0,1050.0
57,Male,47,18262,SUV,14,0,Suburban,592,Premium,100,1.5,1.1,1.3,1.0,1072.5000000000002
34,Female,21,21963,Sedan,5,0,Suburban,357,Basic,1000,1.2,1.6,1.0,1.0,960.0
61,Male,36,10792,Truck,18,1,Rural,801,Basic,100,1.5,1.3,1.0,1.0,975.0
75,Female,44,27034,Truck,19,0,Rural,548,Premium,1000,1.2,1.3,1.3,0.8,811.2
42,Male,16,27016,Truck,6,1,Rural,765,Standard,500,1.5,1.3,1.1,1.0,1072.5
76,Female,45,7653,Sedan,20,0,Urban,389,Premium,500,1.2,1.6,1.3,1.0,1248.0
56,Female,34,17629,Sedan,13,0,Urban,739,Basic,100,1.2,1.6,1.0,1.0,960.0
56,Male,39,10176,Convertible,12,1,Rural,569,Standard,100,1.5,1.4,1.1,1.0,1155.0
61,Male,3,9923,Convertible,5,3,Suburban,416,Premium,500,1.5,1.4,1.3,1.0,1365.0
35,Female,22,24517,Sedan,10,1,Urban,719,Premium,1000,1.2,1.6,1.3,1.2,1497.6
62,Female,21,7138,Truck,6,0,Suburban,537,Basic,500,1.2,1.3,1.0,1.0,780.0
71,Female,32,10914,Truck,19,0,Urban,550,Premium,250,1.2,1.3,1.3,1.0,1014.0
38,Female,41,10462,Sedan,16,0,Suburban,468,Basic,1000,1.2,1.6,1.0,1.0,960.0
27,Male,30,12710,Sedan,9,1,Suburban,551,Premium,1000,1.5,1.6,1.3,1.0,1560.0
49,Female,23,23819,Truck,10,0,Urban,346,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
25,Male,46,12365,Sedan,5,0,Urban,468,Premium,500,1.5,1.6,1.3,1.0,1560.0
44,Male,34,28617,Convertible,11,0,Rural,726,Standard,500,1.5,1.4,1.1,1.0,1155.0
73,Male,54,29881,Truck,12,2,Suburban,711,Basic,250,1.5,1.3,1.0,1.0,975.0
40,Female,27,26916,SUV,9,1,Suburban,371,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
76,Male,19,8151,Truck,8,0,Suburban,585,Premium,250,1.5,1.3,1.3,1.0,1267.5
50,Female,6,13478,Convertible,13,0,Suburban,639,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
22,Female,12,6527,Convertible,3,1,Rural,838,Premium,500,1.2,1.4,1.3,1.2,1310.3999999999999
36,Male,47,11045,Convertible,5,0,Rural,350,Standard,100,1.5,1.4,1.1,1.0,1155.0
37,Male,39,24345,SUV,9,1,Urban,594,Basic,1000,1.5,1.1,1.0,1.0,825.0000000000001
63,Male,44,28092,Sedan,2,0,Urban,513,Premium,250,1.5,1.6,1.3,1.0,1560.0
28,Female,29,7142,SUV,6,0,Suburban,344,Premium,100,1.2,1.1,1.3,1.0,858.0
49,Male,0,18732,Truck,8,0,Rural,364,Basic,1000,1.5,1.3,1.0,0.8,780.0
24,Male,38,12507,Sedan,2,2,Rural,589,Standard,100,1.5,1.6,1.1,1.0,1320.0
61,Male,61,12940,Convertible,0,0,Rural,578,Premium,250,1.5,1.4,1.3,1.0,1365.0
78,Male,13,14772,Sedan,15,0,Urban,755,Premium,500,1.5,1.6,1.3,1.2,1872.0
69,Female,6,15694,Sedan,13,1,Urban,582,Basic,1000,1.2,1.6,1.0,1.0,960.0
59,Female,61,22600,Sedan,17,2,Rural,468,Basic,1000,1.2,1.6,1.0,1.0,960.0
24,Male,20,25413,Truck,8,1,Rural,313,Basic,500,1.5,1.3,1.0,1.0,975.0
55,Female,46,8617,SUV,4,0,Rural,509,Basic,500,1.2,1.1,1.0,1.0,660.0
61,Male,36,12406,Truck,3,2,Urban,759,Standard,100,1.5,1.3,1.1,1.5,1608.75
55,Male,59,25984,Truck,8,0,Suburban,440,Basic,250,1.5,1.3,1.0,1.0,975.0
65,Female,46,29178,Convertible,6,0,Rural,491,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
43,Female,54,11791,Truck,8,1,Rural,514,Premium,100,1.2,1.3,1.3,1.0,1014.0
36,Male,36,5518,Convertible,19,0,Urban,753,Standard,250,1.5,1.4,1.1,1.0,1155.0
33,Female,36,17855,Convertible,17,0,Rural,595,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
67,Female,5,27703,Convertible,15,0,Rural,500,Premium,100,1.2,1.4,1.3,1.0,1092.0
46,Male,40,20595,Sedan,9,0,Suburban,395,Premium,100,1.5,1.6,1.3,1.0,1560.0
65,Female,49,25782,Convertible,16,0,Urban,558,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
23,Male,55,27258,Convertible,1,0,Rural,708,Standard,1000,1.5,1.4,1.1,1.0,1155.0
25,Female,43,24137,Truck,20,0,Rural,420,Premium,1000,1.2,1.3,1.3,0.8,811.2
30,Male,45,12197,Convertible,14,1,Suburban,340,Basic,1000,1.5,1.4,1.0,1.0,1050.0
77,Female,5,12741,Convertible,8,1,Rural,371,Basic,500,1.2,1.4,1.0,1.0,840.0
54,Male,36,15556,Convertible,4,0,Rural,454,Premium,1000,1.5,1.4,1.3,1.0,1365.0
66,Male,36,10017,Sedan,16,0,Suburban,489,Premium,250,1.5,1.6,1.3,1.0,1560.0
37,Male,2,5446,Convertible,11,0,Suburban,732,Basic,1000,1.5,1.4,1.0,1.0,1050.0
57,Male,59,23292,Truck,1,1,Urban,751,Standard,500,1.5,1.3,1.1,1.0,1072.5
50,Female,50,20554,Convertible,12,0,Rural,342,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
71,Female,55,9374,Sedan,11,1,Suburban,710,Basic,250,1.2,1.6,1.0,1.0,960.0
22,Female,14,26076,Truck,19,1,Urban,803,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
79,Male,50,20724,SUV,1,0,Rural,727,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
68,Female,48,6587,Sedan,12,0,Rural,539,Premium,250,1.2,1.6,1.3,1.0,1248.0
60,Male,32,5633,Truck,13,1,Suburban,348,Standard,500,1.5,1.3,1.1,1.0,1072.5
79,Female,47,7621,Convertible,19,1,Rural,498,Premium,500,1.2,1.4,1.3,1.0,1092.0
71,Female,20,28736,Convertible,15,1,Suburban,669,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
25,Female,1,10014,SUV,11,0,Urban,500,Standard,1000,1.2,1.1,1.1,1.0,726.0000000000001
70,Male,31,14089,Truck,17,2,Rural,435,Premium,100,1.5,1.3,1.3,1.0,1267.5
20,Male,25,28835,Convertible,16,2,Urban,311,Basic,250,1.5,1.4,1.0,1.5,1575.0
60,Female,33,18631,Convertible,13,0,Rural,659,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
41,Male,39,24079,Convertible,6,0,Urban,761,Standard,500,1.5,1.4,1.1,1.0,1155.0
55,Female,1,24922,SUV,7,0,Urban,606,Premium,1000,1.2,1.1,1.3,1.0,858.0
30,Male,23,26317,Sedan,6,1,Suburban,682,Basic,1000,1.5,1.6,1.0,1.0,1200.0
62,Male,3,27512,SUV,1,1,Suburban,761,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
50,Female,44,19692,Convertible,3,2,Urban,543,Standard,100,1.2,1.4,1.1,1.5,1386.0000000000002
59,Female,44,29062,Convertible,9,0,Urban,330,Standard,1000,1.2,1.4,1.1,1.0,924.0000000000001
50,Female,47,29104,Truck,2,0,Rural,480,Basic,1000,1.2,1.3,1.0,0.8,624.0
21,Male,31,6253,SUV,11,0,Urban,577,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
39,Male,21,23819,Truck,10,1,Suburban,631,Premium,100,1.5,1.3,1.3,1.0,1267.5
45,Female,48,13332,Truck,0,1,Urban,342,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
44,Male,52,16294,Truck,12,0,Suburban,470,Standard,250,1.5,1.3,1.1,1.0,1072.5
79,Male,34,16215,Truck,19,2,Suburban,583,Premium,100,1.5,1.3,1.3,1.0,1267.5
21,Female,53,28688,Convertible,7,0,Urban,680,Basic,100,1.2,1.4,1.0,1.0,840.0
71,Female,47,14554,Sedan,18,0,Suburban,410,Premium,1000,1.2,1.6,1.3,1.0,1248.0
72,Male,41,7371,Truck,6,0,Rural,750,Standard,250,1.5,1.3,1.1,1.0,1072.5
60,Female,15,19988,Convertible,20,0,Urban,665,Basic,500,1.2,1.4,1.0,1.0,840.0
55,Male,8,28949,Convertible,2,0,Suburban,693,Standard,250,1.5,1.4,1.1,1.0,1155.0
32,Male,5,26939,SUV,16,0,Urban,813,Premium,100,1.5,1.1,1.3,1.2,1287.0000000000002
46,Male,29,10515,Convertible,6,0,Rural,437,Premium,500,1.5,1.4,1.3,1.0,1365.0
39,Male,32,23272,Truck,6,1,Rural,520,Standard,100,1.5,1.3,1.1,1.0,1072.5
71,Male,27,20961,Truck,8,0,Urban,831,Standard,250,1.5,1.3,1.1,1.0,1072.5
51,Female,35,26201,Convertible,13,0,Urban,831,Premium,100,1.2,1.4,1.3,1.2,1310.3999999999999
40,Male,23,10772,Truck,4,0,Suburban,820,Standard,500,1.5,1.3,1.1,1.0,1072.5
62,Male,22,27480,SUV,18,1,Urban,559,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
38,Female,59,18537,Truck,16,0,Rural,733,Basic,1000,1.2,1.3,1.0,0.8,624.0
25,Male,19,22158,Convertible,7,0,Suburban,538,Standard,250,1.5,1.4,1.1,1.0,1155.0
46,Male,55,12007,Truck,8,0,Urban,387,Premium,1000,1.5,1.3,1.3,0.8,1014.0
28,Male,53,25708,Sedan,7,0,Suburban,316,Standard,250,1.5,1.6,1.1,1.0,1320.0
28,Female,52,17437,SUV,7,0,Suburban,696,Premium,500,1.2,1.1,1.3,1.0,858.0
35,Male,45,9849,Truck,3,1,Suburban,611,Basic,500,1.5,1.3,1.0,1.0,975.0
30,Male,24,9094,Truck,3,0,Suburban,472,Basic,100,1.5,1.3,1.0,1.0,975.0
51,Male,48,10456,SUV,5,0,Urban,526,Premium,100,1.5,1.1,1.3,1.0,1072.5000000000002
48,Female,31,25414,Truck,17,0,Urban,800,Standard,100,1.2,1.3,1.1,1.0,858.0000000000001
64,Male,60,22215,Convertible,4,1,Suburban,352,Standard,100,1.5,1.4,1.1,1.0,1155.0
39,Female,37,9854,Sedan,4,2,Rural,755,Standard,250,1.2,1.6,1.1,1.0,1056.0
68,Female,21,14915,Truck,3,0,Urban,736,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
32,Female,16,19203,SUV,11,1,Urban,526,Standard,1000,1.2,1.1,1.1,1.0,726.0000000000001
56,Male,19,18501,Truck,8,1,Rural,808,Basic,100,1.5,1.3,1.0,1.0,975.0
78,Female,38,18326,Truck,17,0,Rural,469,Premium,100,1.2,1.3,1.3,1.0,1014.0
19,Male,8,24030,SUV,6,2,Suburban,621,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
79,Male,28,23896,Convertible,12,0,Rural,507,Basic,250,1.5,1.4,1.0,1.0,1050.0
72,Male,41,21425,Truck,15,0,Suburban,655,Basic,500,1.5,1.3,1.0,1.0,975.0
21,Male,3,29899,Convertible,8,0,Urban,521,Basic,1000,1.5,1.4,1.0,1.0,1050.0
56,Male,53,5486,Sedan,13,0,Suburban,568,Basic,250,1.5,1.6,1.0,1.0,1200.0
49,Male,23,13942,SUV,5,1,Rural,632,Basic,100,1.5,1.1,1.0,1.0,825.0000000000001
78,Female,44,24448,SUV,4,0,Suburban,623,Premium,500,1.2,1.1,1.3,1.0,858.0
45,Male,35,11854,Convertible,8,1,Urban,817,Basic,1000,1.5,1.4,1.0,1.0,1050.0
77,Female,22,5062,Sedan,19,0,Rural,678,Basic,100,1.2,1.6,1.0,1.0,960.0
40,Female,32,24144,Truck,17,0,Suburban,375,Basic,100,1.2,1.3,1.0,1.0,780.0
34,Female,56,23954,Convertible,10,2,Rural,418,Basic,500,1.2,1.4,1.0,1.0,840.0
70,Female,41,16498,Sedan,19,0,Suburban,799,Premium,1000,1.2,1.6,1.3,1.2,1497.6
71,Female,56,5397,Truck,11,1,Rural,637,Basic,1000,1.2,1.3,1.0,0.8,624.0
59,Female,42,9646,Convertible,8,1,Urban,444,Basic,500,1.2,1.4,1.0,1.0,840.0
32,Female,8,27201,Sedan,16,0,Urban,692,Standard,100,1.2,1.6,1.1,1.0,1056.0
67,Male,16,24004,SUV,11,0,Urban,541,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
51,Male,39,16176,Truck,9,0,Urban,568,Premium,500,1.5,1.3,1.3,1.0,1267.5
53,Male,34,9963,SUV,7,0,Suburban,570,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
30,Female,26,5648,Sedan,14,0,Rural,423,Premium,500,1.2,1.6,1.3,1.0,1248.0
74,Male,26,8892,SUV,3,2,Suburban,613,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
68,Male,50,12210,Truck,15,2,Suburban,656,Premium,250,1.5,1.3,1.3,1.0,1267.5
50,Male,56,21788,SUV,20,0,Suburban,322,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
23,Female,51,17512,Sedan,8,0,Rural,376,Standard,500,1.2,1.6,1.1,1.0,1056.0
55,Male,37,28243,Truck,4,0,Rural,381,Basic,100,1.5,1.3,1.0,1.0,975.0
35,Female,49,27271,SUV,10,0,Urban,738,Premium,1000,1.2,1.1,1.3,1.2,1029.6
26,Female,0,29132,Convertible,19,0,Suburban,444,Basic,100,1.2,1.4,1.0,1.0,840.0
80,Male,38,24481,Sedan,7,0,Urban,733,Premium,500,1.5,1.6,1.3,1.2,1872.0
71,Female,55,22489,Convertible,8,0,Rural,576,Basic,100,1.2,1.4,1.0,1.0,840.0
37,Male,41,13955,SUV,14,0,Rural,659,Premium,100,1.5,1.1,1.3,1.0,1072.5000000000002
75,Male,23,20556,Convertible,4,0,Suburban,802,Premium,500,1.5,1.4,1.3,1.2,1638.0
79,Male,57,28402,Sedan,17,0,Rural,306,Basic,1000,1.5,1.6,1.0,1.0,1200.0
26,Male,17,5879,Truck,6,3,Suburban,684,Premium,500,1.5,1.3,1.3,1.0,1267.5
31,Male,18,5692,SUV,5,2,Suburban,492,Basic,1000,1.5,1.1,1.0,1.0,825.0000000000001
71,Male,53,16829,SUV,16,1,Suburban,311,Basic,1000,1.5,1.1,1.0,1.0,825.0000000000001
26,Male,2,10606,Convertible,2,2,Urban,579,Premium,500,1.5,1.4,1.3,1.5,2047.5
52,Female,9,27140,Convertible,20,0,Suburban,336,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
63,Female,31,17382,Sedan,9,0,Rural,381,Premium,1000,1.2,1.6,1.3,1.0,1248.0
23,Male,14,7793,Truck,14,0,Urban,777,Premium,1000,1.5,1.3,1.3,1.2,1521.0
35,Female,34,24440,SUV,7,2,Urban,713,Premium,250,1.2,1.1,1.3,1.5,1287.0
36,Female,22,10841,Sedan,4,0,Suburban,663,Premium,100,1.2,1.6,1.3,1.0,1248.0
19,Male,51,12696,Truck,20,0,Urban,611,Standard,500,1.5,1.3,1.1,1.0,1072.5
24,Male,52,9744,Convertible,14,1,Urban,782,Standard,500,1.5,1.4,1.1,1.0,1155.0
44,Male,41,17607,Truck,17,0,Urban,584,Standard,500,1.5,1.3,1.1,1.0,1072.5
74,Male,38,17486,Truck,7,0,Urban,423,Premium,100,1.5,1.3,1.3,1.0,1267.5
29,Male,35,20097,Sedan,20,0,Urban,391,Standard,100,1.5,1.6,1.1,1.0,1320.0
76,Female,38,29639,Sedan,5,1,Suburban,536,Premium,250,1.2,1.6,1.3,1.0,1248.0
59,Female,17,18648,Convertible,15,0,Urban,832,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
78,Male,54,7369,SUV,0,0,Suburban,317,Premium,500,1.5,1.1,1.3,1.0,1072.5000000000002
30,Female,48,14327,Truck,8,0,Rural,309,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
52,Female,62,7766,Truck,3,0,Rural,486,Basic,1000,1.2,1.3,1.0,0.8,624.0
26,Male,52,9086,Truck,6,0,Suburban,681,Premium,500,1.5,1.3,1.3,1.0,1267.5
47,Female,24,27147,Sedan,9,0,Rural,714,Standard,500,1.2,1.6,1.1,1.0,1056.0
79,Male,5,26869,Sedan,7,0,Urban,749,Standard,250,1.5,1.6,1.1,1.0,1320.0
44,Male,6,20738,Sedan,0,1,Rural,608,Basic,500,1.5,1.6,1.0,1.0,1200.0
80,Female,55,26926,Sedan,7,1,Suburban,415,Basic,1000,1.2,1.6,1.0,1.0,960.0
37,Male,33,16346,SUV,9,0,Suburban,382,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
25,Male,53,12301,Truck,5,0,Urban,616,Standard,100,1.5,1.3,1.1,1.0,1072.5
75,Male,9,7377,Sedan,12,0,Urban,377,Basic,100,1.5,1.6,1.0,1.0,1200.0
78,Female,26,19270,Truck,0,1,Rural,526,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
35,Female,9,9563,Sedan,3,0,Rural,452,Standard,250,1.2,1.6,1.1,1.0,1056.0
33,Female,40,7964,Convertible,15,0,Rural,846,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
24,Female,54,19210,SUV,12,0,Rural,755,Basic,250,1.2,1.1,1.0,1.0,660.0
51,Female,62,16685,Truck,0,2,Rural,725,Basic,250,1.2,1.3,1.0,1.0,780.0
52,Female,28,26831,SUV,13,1,Suburban,451,Basic,250,1.2,1.1,1.0,1.0,660.0
58,Male,8,12468,Sedan,17,0,Urban,808,Standard,1000,1.5,1.6,1.1,1.0,1320.0
19,Male,38,26180,Convertible,4,1,Suburban,417,Premium,250,1.5,1.4,1.3,1.0,1365.0
32,Female,42,24976,SUV,8,0,Suburban,683,Basic,500,1.2,1.1,1.0,1.0,660.0
42,Female,40,24827,Sedan,2,0,Urban,385,Basic,250,1.2,1.6,1.0,1.0,960.0
53,Male,48,25646,Sedan,20,1,Suburban,463,Standard,500,1.5,1.6,1.1,1.0,1320.0
23,Male,8,29983,SUV,8,1,Urban,666,Basic,100,1.5,1.1,1.0,1.0,825.0000000000001
45,Female,36,24725,Truck,5,0,Rural,300,Premium,500,1.2,1.3,1.3,1.0,1014.0
47,Male,42,6368,Convertible,8,0,Rural,368,Premium,500,1.5,1.4,1.3,1.0,1365.0
63,Male,33,27622,Truck,3,1,Urban,447,Standard,500,1.5,1.3,1.1,1.0,1072.5
18,Male,0,28069,Sedan,1,0,Urban,373,Premium,500,1.5,1.6,1.3,1.0,1560.0
25,Male,32,15960,Sedan,1,0,Rural,795,Basic,250,1.5,1.6,1.0,1.0,1200.0
76,Female,37,17168,SUV,19,0,Urban,363,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
65,Male,25,28233,Truck,10,0,Urban,624,Basic,500,1.5,1.3,1.0,1.0,975.0
20,Female,46,19982,SUV,9,1,Rural,349,Premium,250,1.2,1.1,1.3,1.0,858.0
60,Female,34,7556,Convertible,19,0,Suburban,783,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
38,Female,51,8822,SUV,14,0,Urban,486,Premium,500,1.2,1.1,1.3,1.0,858.0
48,Male,7,8114,Convertible,8,0,Suburban,465,Standard,250,1.5,1.4,1.1,1.0,1155.0
21,Female,9,15423,Convertible,4,0,Suburban,820,Basic,1000,1.2,1.4,1.0,1.0,840.0
56,Male,13,24347,SUV,10,1,Suburban,359,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
33,Female,0,19880,Sedan,5,0,Suburban,583,Basic,100,1.2,1.6,1.0,1.0,960.0
37,Male,27,27072,SUV,0,2,Suburban,665,Basic,100,1.5,1.1,1.0,1.0,825.0000000000001
31,Male,4,5245,Truck,18,0,Suburban,502,Basic,1000,1.5,1.3,1.0,0.8,780.0
51,Male,50,15640,Truck,1,0,Suburban,427,Premium,100,1.5,1.3,1.3,1.0,1267.5
58,Female,9,27651,Convertible,9,1,Rural,474,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
46,Female,25,14452,Convertible,8,0,Suburban,473,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
79,Female,12,7718,Sedan,10,0,Urban,618,Standard,250,1.2,1.6,1.1,1.0,1056.0
40,Female,2,27943,Truck,1,0,Rural,480,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
22,Male,56,27301,Truck,11,0,Urban,609,Premium,100,1.5,1.3,1.3,1.0,1267.5
40,Male,37,27590,SUV,7,0,Rural,362,Premium,100,1.5,1.1,1.3,1.0,1072.5000000000002
19,Female,22,13942,Sedan,4,0,Urban,467,Basic,100,1.2,1.6,1.0,1.0,960.0
66,Male,19,22176,Convertible,13,0,Urban,376,Premium,1000,1.5,1.4,1.3,1.0,1365.0
64,Male,20,20539,Truck,17,0,Urban,720,Standard,250,1.5,1.3,1.1,1.0,1072.5
52,Female,29,10682,Sedan,9,0,Urban,824,Premium,250,1.2,1.6,1.3,1.2,1497.6
19,Female,53,17572,Sedan,6,0,Rural,628,Standard,500,1.2,1.6,1.1,1.0,1056.0
36,Male,39,8672,Sedan,6,0,Rural,392,Basic,1000,1.5,1.6,1.0,1.0,1200.0
52,Female,24,22265,Convertible,1,0,Urban,463,Premium,100,1.2,1.4,1.3,1.0,1092.0
65,Female,59,27333,SUV,15,1,Urban,753,Premium,500,1.2,1.1,1.3,1.2,1029.6
71,Female,16,7084,Truck,16,0,Urban,460,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
55,Female,62,14713,Convertible,17,1,Rural,734,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
36,Female,26,16546,Truck,1,2,Rural,640,Premium,100,1.2,1.3,1.3,1.0,1014.0
52,Female,2,6287,SUV,9,1,Rural,397,Basic,1000,1.2,1.1,1.0,1.0,660.0
71,Male,47,19529,SUV,9,0,Urban,551,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
69,Male,34,13528,Sedan,19,1,Urban,816,Standard,250,1.5,1.6,1.1,1.0,1320.0
55,Male,9,7332,SUV,12,0,Rural,371,Premium,100,1.5,1.1,1.3,1.0,1072.5000000000002
23,Female,48,17978,Sedan,3,0,Suburban,435,Premium,100,1.2,1.6,1.3,1.0,1248.0
67,Male,34,10547,Convertible,18,0,Urban,676,Basic,1000,1.5,1.4,1.0,1.0,1050.0
23,Female,1,6643,Convertible,1,0,Suburban,606,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
22,Male,60,27891,Convertible,6,0,Rural,708,Premium,100,1.5,1.4,1.3,1.2,1638.0
66,Female,11,8004,SUV,12,0,Rural,445,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
61,Male,28,7415,Sedan,16,0,Suburban,728,Standard,500,1.5,1.6,1.1,1.0,1320.0
19,Female,38,21229,Convertible,17,1,Suburban,328,Premium,100,1.2,1.4,1.3,1.0,1092.0
28,Male,13,9919,SUV,6,1,Suburban,494,Basic,1000,1.5,1.1,1.0,1.0,825.0000000000001
37,Male,24,16441,SUV,6,1,Rural,479,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
26,Male,2,20013,Convertible,3,0,Suburban,379,Premium,1000,1.5,1.4,1.3,1.0,1365.0
44,Male,46,24274,Sedan,17,2,Urban,476,Premium,1000,1.5,1.6,1.3,1.5,2340.0
67,Female,1,6165,Sedan,10,0,Suburban,391,Standard,100,1.2,1.6,1.1,1.0,1056.0
61,Female,54,25289,SUV,10,0,Suburban,519,Premium,100,1.2,1.1,1.3,1.0,858.0
52,Male,19,9680,Truck,11,1,Rural,819,Premium,250,1.5,1.3,1.3,1.2,1521.0
21,Female,50,26539,Sedan,18,0,Urban,364,Premium,100,1.2,1.6,1.3,1.0,1248.0
28,Female,27,7444,SUV,10,0,Suburban,497,Basic,1000,1.2,1.1,1.0,1.0,660.0
73,Male,44,5207,SUV,11,1,Suburban,820,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
20,Male,29,6874,Truck,15,1,Rural,801,Premium,250,1.5,1.3,1.3,1.2,1521.0
36,Male,1,26412,Truck,1,0,Suburban,748,Basic,500,1.5,1.3,1.0,1.0,975.0
49,Female,6,6943,Convertible,13,1,Suburban,747,Premium,250,1.2,1.4,1.3,1.2,1310.3999999999999
53,Male,3,10981,Truck,20,0,Suburban,357,Premium,1000,1.5,1.3,1.3,0.8,1014.0
46,Male,26,28356,Truck,16,0,Suburban,761,Standard,500,1.5,1.3,1.1,1.0,1072.5
66,Female,26,7984,Truck,17,1,Suburban,409,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
63,Female,30,7874,Sedan,5,0,Suburban,310,Premium,1000,1.2,1.6,1.3,1.0,1248.0
56,Female,40,21174,SUV,13,0,Urban,570,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
23,Female,33,26163,Sedan,19,1,Suburban,512,Premium,500,1.2,1.6,1.3,1.0,1248.0
23,Male,21,28747,Truck,4,1,Rural,769,Standard,500,1.5,1.3,1.1,1.0,1072.5
77,Female,4,13682,SUV,16,0,Suburban,507,Basic,500,1.2,1.1,1.0,1.0,660.0
48,Male,35,17588,Convertible,20,0,Urban,735,Premium,500,1.5,1.4,1.3,1.2,1638.0
67,Female,13,17402,Truck,9,1,Rural,583,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
56,Female,49,25648,Sedan,20,0,Urban,462,Standard,1000,1.2,1.6,1.1,1.0,1056.0
63,Female,8,29197,SUV,5,0,Urban,627,Premium,100,1.2,1.1,1.3,1.0,858.0
49,Female,10,17057,Truck,0,0,Rural,335,Premium,500,1.2,1.3,1.3,1.0,1014.0
26,Male,62,10503,Convertible,18,1,Suburban,350,Premium,1000,1.5,1.4,1.3,1.0,1365.0
66,Female,20,23982,SUV,3,1,Rural,490,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
24,Male,59,14690,Convertible,8,0,Suburban,609,Premium,250,1.5,1.4,1.3,1.0,1365.0
32,Female,0,17644,SUV,12,1,Rural,462,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
20,Female,61,8271,Truck,12,2,Urban,374,Premium,1000,1.2,1.3,1.3,1.5,1521.0
39,Female,24,14570,SUV,9,0,Urban,441,Premium,250,1.2,1.1,1.3,1.0,858.0
19,Male,32,28239,Truck,20,0,Suburban,570,Premium,250,1.5,1.3,1.3,1.0,1267.5
37,Female,58,25760,SUV,1,0,Rural,674,Premium,100,1.2,1.1,1.3,1.0,858.0
44,Male,37,22236,Convertible,11,0,Suburban,466,Premium,500,1.5,1.4,1.3,1.0,1365.0
41,Male,35,27924,SUV,17,1,Suburban,672,Premium,100,1.5,1.1,1.3,1.0,1072.5000000000002
63,Male,18,8214,SUV,9,0,Rural,767,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
73,Male,40,13512,SUV,3,3,Suburban,316,Basic,100,1.5,1.1,1.0,1.0,825.0000000000001
25,Female,61,25807,Truck,19,1,Rural,445,Standard,100,1.2,1.3,1.1,1.0,858.0000000000001
